"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2684","Send contact message without email","Automation Exercise Suite","Thu Dec 11 17:11:49 UTC 2025","passed","Thu Dec 11 17:11:52 UTC 2025","project_automationexercise.test.TC23_ContactUsValidation","All Tests","project_automationexercise.test.TC23_ContactUsValidation","testSendMessageWithoutEmail"
"","4887","Positive: Add Product and Verify in Cart","Automation Exercise Suite","Thu Dec 11 17:10:48 UTC 2025","passed","Thu Dec 11 17:10:53 UTC 2025","project_automationexercise.test.TC12_AddProductsValidation","All Tests","project_automationexercise.test.TC12_AddProductsValidation","testAddProductToCart"
"","1345","Send empty contact form","Automation Exercise Suite","Thu Dec 11 17:11:54 UTC 2025","passed","Thu Dec 11 17:11:55 UTC 2025","project_automationexercise.test.TC23_ContactUsValidation","All Tests","project_automationexercise.test.TC23_ContactUsValidation","testSendEmptyContactForm"
"","2412","Negative: All SubCategory should be hidden initially","Automation Exercise Suite","Thu Dec 11 17:11:39 UTC 2025","passed","Thu Dec 11 17:11:42 UTC 2025","project_automationexercise.test.TC18_ViewCategoryProducts","All Tests","project_automationexercise.test.TC18_ViewCategoryProducts","testInitialStateHiddenSubCategories"
"","2025","Login with empty fields","Automation Exercise Suite","Thu Dec 11 17:11:05 UTC 2025","passed","Thu Dec 11 17:11:07 UTC 2025","project_automationexercise.test.TC02_LoginValidation","All Tests","project_automationexercise.test.TC02_LoginValidation","testLoginWithEmptyFields"
"","2732","Login with correct email and incorrect password","Automation Exercise Suite","Thu Dec 11 17:11:00 UTC 2025","passed","Thu Dec 11 17:11:03 UTC 2025","project_automationexercise.test.TC02_LoginValidation","All Tests","project_automationexercise.test.TC02_LoginValidation","testLoginWithIncorrectPassword"
"","10035","Negative: Try to Pay with Empty Card Details","Automation Exercise Suite","Thu Dec 11 17:12:00 UTC 2025","broken","Thu Dec 11 17:12:10 UTC 2025","project_automationexercise.test.TC24_PlaceOrderVaildation","All Tests","project_automationexercise.test.TC24_PlaceOrderVaildation","testPaymentWithEmptyFields"
"","14502","Logic Flow: Add Product then Remove it","Automation Exercise Suite","Thu Dec 11 17:11:10 UTC 2025","passed","Thu Dec 11 17:11:24 UTC 2025","project_automationexercise.test.TC12_AddProductsValidation","All Tests","project_automationexercise.test.TC12_AddProductsValidation","testAddAndRemoveProduct"
"","5286","Login with valid email and valid password","Automation Exercise Suite","Thu Dec 11 17:10:48 UTC 2025","passed","Thu Dec 11 17:10:54 UTC 2025","project_automationexercise.test.TC02_LoginValidation","All Tests","project_automationexercise.test.TC02_LoginValidation","testLoginWithValidCredentials"
"","2453","Negative: Verify Isolation (Opening Men should not show Women/Kids)","Automation Exercise Suite","Thu Dec 11 17:11:48 UTC 2025","passed","Thu Dec 11 17:11:50 UTC 2025","project_automationexercise.test.TC18_ViewCategoryProducts","All Tests","project_automationexercise.test.TC18_ViewCategoryProducts","testCategoryIsolationMenActive"
"","13655","Search Product - Negative: SQL Injection Attempt","Automation Exercise Suite","Thu Dec 11 17:11:11 UTC 2025","passed","Thu Dec 11 17:11:24 UTC 2025","project_automationexercise.test.TC09_SearchProductValidation","All Tests","project_automationexercise.test.TC09_SearchProductValidation","testSearchSQLInjection"
